transect_uid,survey_id,site_name,survey_date,scientific,portal_name,total,method
812325194 Transect_812325194_2013-02-28_5.4,812325194,Carrickalinga Nth,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,95,M1_fish
923403137 Transect_923403137_2024-02-18_5.1,923403137,Carrickalinga North Site 2,2024-02-18,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,95,M1_fish
812319721 Transect_812319721_2006-04-27_6.1,812319721,Troubridge Lighthouse,2006-04-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,92,M1_fish
923406592 Transect_923406592_2026-01-15_5.4,923406592,Lasseters Reef,2026-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,92,M1_fish
923406552 Transect_923406552_2026-01-15_5.3,923406552,Lasseters Reef,2026-01-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,91,M1_fish
812301753 Transect_812301753_2005-03-17_5.3,812301753,Ripple Rock,2005-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,90,M1_fish
812301771 Transect_812301771_2007-02-22_5.1,812301771,Ripple Rock,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,90,M1_fish
912346301 Transect_912346301_2016-02-09_4,912346301,Rapid Head East,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,90,M1_fish
923401858 Transect_923401858_2023-02-19_5.4,923401858,Lasseters Reef,2023-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,90,M1_fish
812301084 Transect_812301084_2006-03-20_5.4,812301084,Carrickalinga Head,2006-03-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,85,M1_fish
812325252 Transect_812325252_2013-02-27_5.2,812325252,Rapid Head SZ,2013-02-27,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,85,M1_fish
912345612 Transect_912345612_2012-11-23_5.1,912345612,Carrickalinga (toilet),2012-11-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,85,M1_fish
912350982 Transect_912350982_2018-03-07_5.1,912350982,Carrickalinga North Site,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,84,M1_fish
812325211 Transect_812325211_2013-02-28_5.1,812325211,Carrickalinga North Site,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,83,M1_fish
812327283 Transect_812327283_2016-03-12_5.3,812327283,Carrickalinga North Site 2,2016-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912347017 Transect_912347017_2017-03-26_5.3,912347017,Myponga South,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912350466 Transect_912350466_2017-03-10_2,912350466,Horseshoe inner,2017-03-10,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912350928 Transect_912350928_2018-03-07_5.2,912350928,Dodd's Beach,2018-03-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912351129 Transect_912351129_2017-03-26_5.2,912351129,Myponga South,2017-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912352602 Transect_912352602_2019-02-28_5.2,912352602,Carrickalinga (toilet),2019-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
923400299 Transect_923400299_2021-03-23_5.3,923400299,Rapid Head SZ,2021-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
923400408 Transect_923400408_2021-03-19_10.2,923400408,Port Gawler,2021-03-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
923403150 Transect_923403150_2024-02-20_5.1,923403150,Lasseters Reef,2024-02-20,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,80,M1_fish
912340334 Transect_912340334_2012-02-02_9,912340334,Aldinga Reef,2012-02-02,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,76,M1_fish
5000298 Transect_5000298_2008-10-04_3,5000298,Point Turton,2008-10-04,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,75,M1_fish
812301832 Transect_812301832_2007-02-19_5.2,812301832,2nd Valley Boat Shed,2007-02-19,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,75,M1_fish
812301194 Transect_812301194_2007-02-22_5.4,812301194,Myponga South,2007-02-22,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,71,M1_fish
912345006 Transect_912345006_2014-02-05_8.3,912345006,Haycock Point,2014-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
912351042 Transect_912351042_2018-01-23_3.2,912351042,Noarlunga South Outside,2018-01-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
912353936 Transect_912353936_2020-02-09_5.1,912353936,Carrickalinga Head,2020-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
923400396 Transect_923400396_2021-03-12_5.2,923400396,Carrickalinga North Site,2021-03-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
923401079 Transect_923401079_2022-02-14_5.2,923401079,Rapid Head East,2022-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
923401343 Transect_923401343_2022-03-25_6.2,923401343,Moana inside,2022-03-25,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
923401833 Transect_923401833_2023-02-17_5.3,923401833,Rapid Head South,2023-02-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,70,M1_fish
812301821 Transect_812301821_2006-02-28_5.1,812301821,2nd Valley Boat Shed,2006-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,67,M1_fish
912353179 Transect_912353179_2019-09-26_5.1,912353179,Noarlunga North Outside,2019-09-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,64,M1_fish
912345017 Transect_912345017_2014-02-05_6.5,912345017,Rapid Head,2014-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,63,M1_fish
812325243 Transect_812325243_2013-02-24_5.3,812325243,Rapid Head SZ Site2,2013-02-24,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,61,M1_fish
812301051 Transect_812301051_2006-02-23_5.1,812301051,Haycock Point,2006-02-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
812301061 Transect_812301061_2007-03-01_5.1,812301061,Haycock Point,2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
812325191 Transect_812325191_2013-02-28_5.1,812325191,Carrickalinga Nth,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
812325193 Transect_812325193_2013-02-28_5.3,812325193,Carrickalinga Nth,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
812325213 Transect_812325213_2013-02-28_5.3,812325213,Carrickalinga North Site,2013-02-28,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912344082 Transect_912344082_2014-02-05_7.3,912344082,Haycock Point,2014-02-05,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912346262 Transect_912346262_2016-02-09_5.2,912346262,Dodd's Beach,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912349776 Transect_912349776_2016-03-26_5,912349776,Moana outside,2016-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912349783 Transect_912349783_2016-03-01_4.1,912349783,Horseshoe inner,2016-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912349819 Transect_912349819_2016-03-11_5.1,912349819,Hallett Cove,2016-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912350896 Transect_912350896_2018-02-12_5,912350896,Penneshaw Pub,2018-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912352541 Transect_912352541_2019-02-14_5.1,912352541,Puzzle Rock,2019-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
923400321 Transect_923400321_2021-03-11_5.2,923400321,Myponga South,2021-03-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
923401330 Transect_923401330_2022-04-08_2.2,923401330,Horseshoe inner,2022-04-08,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
923401341 Transect_923401341_2022-03-23_12.2,923401341,Horseshoe outer,2022-03-23,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
923406643 Transect_923406643_2026-02-12_5.3,923406643,Rapid Head SZ Site2,2026-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,60,M1_fish
912346353 Transect_912346353_2015-12-07_5.5,912346353,Outer Harbor breakwater south inside,2015-12-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,58,M1_fish
912346297 Transect_912346297_2016-02-09_6.3,912346297,Rapid Head South,2016-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,56,M1_fish
912353667 Transect_912353667_2020-03-17_3.4,912353667,Noarlunga South Outside,2020-03-17,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,56,M1_fish
912353937 Transect_912353937_2020-02-09_5.2,912353937,Carrickalinga Head,2020-02-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,56,M1_fish
912346289 Transect_912346289_2016-02-11_5,912346289,Carrickalinga North Site,2016-02-11,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,55,M1_fish
912352597 Transect_912352597_2019-02-15_5.4,912352597,Grassy Knoll,2019-02-15,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,55,M1_fish
912353693 Transect_912353693_2020-03-26_5.1,912353693,Myponga,2020-03-26,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,55,M1_fish
923401813 Transect_923401813_2023-04-21_11.1,923401813,Broken Bottom,2023-04-21,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,55,M1_fish
812301033 Transect_812301033_2007-03-01_5.3,812301033,Carrickalinga (toilet),2007-03-01,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,53,M1_fish
812301104 Transect_812301104_2005-03-09_5.4,812301104,Rapid Head,2005-03-09,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,53,M1_fish
912353638 Transect_912353638_2020-02-12_5.2,912353638,Noarlunga North Outside,2020-02-12,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,53,M1_fish
912346352 Transect_912346352_2015-12-07_7,912346352,Outer Harbor breakwater south inside,2015-12-07,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,51,M1_fish
912350940 Transect_912350940_2018-04-30_5.2,912350940,Ripple Rock,2018-04-30,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,51,M1_fish
923401082 Transect_923401082_2022-02-14_5.4,923401082,Rapid Head East,2022-02-14,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,51,M1_fish
923406646 Transect_923406646_2026-01-29_5.3,923406646,Aldinga SZ1,2026-01-29,Plesiopidae Trachinops noarlungae,Trachinops noarlungae,51,M1_fish
923406611 Transect_923406611_2026-01-29_5.1,923406611,Aldinga SZ1,2026-01-29,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,161,M1_fish
812327322 Transect_812327322_2016-03-16_5.2,812327322,Penneshaw Pub,2016-03-16,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,118,M1_fish
923406561 Transect_923406561_2026-02-10_5.1,923406561,Pancake Rock,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,112,M1_fish
923405672 Transect_923405672_2025-06-21_5.1,923405672,Newland Head,2025-06-21,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,111,M1_fish
812327321 Transect_812327321_2016-03-16_5.1,812327321,Penneshaw Pub,2016-03-16,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,110,M1_fish
812327341 Transect_812327341_2016-03-16_5.1,812327341,Puzzle Rock,2016-03-16,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,110,M1_fish
923406719 Transect_923406719_2026-05-13_5.1,923406719,Newland Head,2026-05-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,110,M1_fish
912349936 Transect_912349936_2017-03-08_5.3,912349936,Pancake Rock,2017-03-08,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,102,M1_fish
923406541 Transect_923406541_2026-02-12_5.4,923406541,Rapid Head SZ Site2,2026-02-12,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,93,M1_fish
923406702 Transect_923406702_2026-05-13_5.4,923406702,Newland Head,2026-05-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,92,M1_fish
923405678 Transect_923405678_2025-06-21_5.2,923405678,Newland Head,2025-06-21,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,91,M1_fish
923406817 Transect_923406817_2026-02-27_5.1,923406817,Noarlunga South Outside,2026-02-27,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,91,M1_fish
912349934 Transect_912349934_2017-03-08_5.3,912349934,Cable Hut,2017-03-08,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,90,M1_fish
812327342 Transect_812327342_2016-03-16_5.2,812327342,Puzzle Rock,2016-03-16,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,89,M1_fish
923405675 Transect_923405675_2025-06-20_5.2,923405675,Outside Granite island,2025-06-20,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,87,M1_fish
812327381 Transect_812327381_2016-03-17_5.1,812327381,Grassy Knoll,2016-03-17,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,86,M1_fish
923406684 Transect_923406684_2026-05-14_5.3,923406684,Porpoise Head,2026-05-14,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,86,M1_fish
912351042 Transect_912351042_2018-01-23_3.2,912351042,Noarlunga South Outside,2018-01-23,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,83,M1_fish
912352543 Transect_912352543_2019-02-15_5.1,912352543,Pancake Rock,2019-02-15,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,83,M1_fish
923406637 Transect_923406637_2026-02-10_5.1,923406637,Cable Hut,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,83,M1_fish
912351021 Transect_912351021_2018-01-28_5,912351021,Newland Head,2018-01-28,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,80,M1_fish
923406546 Transect_923406546_2026-02-10_5.2,923406546,Pancake Rock,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,80,M1_fish
923406583 Transect_923406583_2026-02-10_5.1,923406583,Grassy Knoll,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,79,M1_fish
912350971 Transect_912350971_2018-03-15_5.2,912350971,Myponga South,2018-03-15,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,78,M1_fish
812301921 Transect_812301921_2007-02-23_5.1,812301921,Porpoise Head,2007-02-23,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,77,M1_fish
912351039 Transect_912351039_2018-01-23_3,912351039,Noarlunga South Outside,2018-01-23,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,76,M1_fish
812327401 Transect_812327401_2016-03-17_5.1,812327401,Cable Hut,2016-03-17,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,75,M1_fish
923406565 Transect_923406565_2026-02-12_5.4,923406565,Rapid Head East,2026-02-12,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,75,M1_fish
812327382 Transect_812327382_2016-03-17_5.2,812327382,Grassy Knoll,2016-03-17,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,74,M1_fish
912350890 Transect_912350890_2018-02-11_5,912350890,Cable Hut,2018-02-11,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,74,M1_fish
923406819 Transect_923406819_2026-02-27_5.2,923406819,Noarlunga South Outside,2026-02-27,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,74,M1_fish
923406683 Transect_923406683_2026-05-14_5.4,923406683,Porpoise Head,2026-05-14,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,72,M1_fish
912350961 Transect_912350961_2018-03-13_5,912350961,Myponga South,2018-03-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,71,M1_fish
812327421 Transect_812327421_2016-03-17_5.1,812327421,Pancake Rock,2016-03-17,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,70,M1_fish
923406678 Transect_923406678_2026-05-14_5.1,923406678,Porpoise Head,2026-05-14,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,70,M1_fish
812324424 Transect_812324424_2012-02-07_5.4,812324424,Cable Hut,2012-02-07,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,69,M1_fish
912349932 Transect_912349932_2017-03-08_5.3,912349932,Puzzle Rock,2017-03-08,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,69,M1_fish
923406713 Transect_923406713_2026-05-13_5.4,923406713,Flat Irons,2026-05-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,67,M1_fish
923406720 Transect_923406720_2026-05-13_5.3,923406720,Newland Head,2026-05-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,64,M1_fish
912350940 Transect_912350940_2018-04-30_5.2,912350940,Ripple Rock,2018-04-30,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,63,M1_fish
923406701 Transect_923406701_2026-05-13_5.2,923406701,Newland Head,2026-05-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,63,M1_fish
923406605 Transect_923406605_2026-02-10_5.3,923406605,Cable Hut,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,62,M1_fish
923406595 Transect_923406595_2026-02-10_5.2,923406595,Cable Hut,2026-02-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,61,M1_fish
923406626 Transect_923406626_2026-01-29_5.2,923406626,Aldinga SZ1,2026-01-29,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,61,M1_fish
912349691 Transect_912349691_2017-03-07_5.3,912349691,Carrickalinga North Site,2017-03-07,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,59,M1_fish
912352549 Transect_912352549_2019-02-16_5.1,912352549,Cable Hut,2019-02-16,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,58,M1_fish
912353180 Transect_912353180_2019-09-26_5.2,912353180,Noarlunga North Outside,2019-09-26,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,58,M1_fish
923405664 Transect_923405664_2025-06-20_5.1,923405664,Outside Granite island,2025-06-20,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,56,M1_fish
812301381 Transect_812301381_2005-03-13_5.1,812301381,Newland Head,2005-03-13,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,55,M1_fish
812327402 Transect_812327402_2016-03-17_5.2,812327402,Cable Hut,2016-03-17,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,55,M1_fish
912350559 Transect_912350559_2017-05-10_5,912350559,Newland Head,2017-05-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,55,M1_fish
912353179 Transect_912353179_2019-09-26_5.1,912353179,Noarlunga North Outside,2019-09-26,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,55,M1_fish
812301314 Transect_812301314_2006-02-24_5.4,812301314,Outside Granite island,2006-02-24,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,54,M1_fish
923405681 Transect_923405681_2025-06-20_5.2,923405681,Flat Irons,2025-06-20,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,54,M1_fish
923406601 Transect_923406601_2026-02-12_5.1,923406601,Rapid Head East,2026-02-12,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,53,M1_fish
923406562 Transect_923406562_2026-02-09_5.1,923406562,Carrickalinga Head,2026-02-09,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,52,M1_fish
912350472 Transect_912350472_2017-03-10_3.3,912350472,Noarlunga South Outside,2017-03-10,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,51,M1_fish
923403147 Transect_923403147_2024-02-18_5.4,923403147,Carrickalinga Head,2024-02-18,Scorpididae Scorpis aequipinnis,Scorpis aequipinnis,51,M1_fish
923406544 Transect_923406544_2026-01-29_5.4,923406544,Aldinga SZ1,2026-01-29,Sparidae Chrysophrys auratus,Chrysophrys auratus,60,M1_fish
912347006 Transect_912347006_2017-03-26_5,912347006,Carrickalinga Head,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,195,M2_cryptic_fish
912347003 Transect_912347003_2017-03-26_5.1,912347003,Carrickalinga Nth,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,193,M2_cryptic_fish
912347002 Transect_912347002_2017-03-26_5,912347002,Carrickalinga Nth,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,133,M2_cryptic_fish
912347004 Transect_912347004_2017-03-26_5,912347004,Myponga South,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,110,M2_cryptic_fish
912347007 Transect_912347007_2017-03-26_5.1,912347007,Carrickalinga Head,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,110,M2_cryptic_fish
923401330 Transect_923401330_2022-04-08_2.2,923401330,Horseshoe inner,2022-04-08,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,84,M2_cryptic_fish
912350467 Transect_912350467_2017-03-10_2.1,912350467,Horseshoe inner,2017-03-10,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,79,M2_cryptic_fish
912350983 Transect_912350983_2018-02-21_5,912350983,Noarlunga North Outside,2018-02-21,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,58,M2_cryptic_fish
912350466 Transect_912350466_2017-03-10_2,912350466,Horseshoe inner,2017-03-10,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,56,M2_cryptic_fish
912349841 Transect_912349841_2016-11-18_5.1,912349841,Noarlunga North Outside,2016-11-18,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,55,M2_cryptic_fish
912347005 Transect_912347005_2017-03-26_5.1,912347005,Myponga South,2017-03-26,Tripterygiidae Helcogramma decurrens,Helcogramma decurrens,52,M2_cryptic_fish
